Published,Snippet,Lead Paragraph,Main Headline,Print Headline,Seo Headline
2018-09-11T15:20:04+0000,The star of TV’s “Bizarre Foods” and dozens of other projects may be the fastest-moving man in showbiz. But he is frank about the toll his breakneck pace has taken.,The star of TV’s “Bizarre Foods” and dozens of other projects may be the fastest-moving man in showbiz. But he is frank about the toll his breakneck pace has taken.,Andrew Zimmern’s Nonstop Road (and Food) Show ,Catch Him if You Can,
2018-09-06T20:29:36+0000,"A defiant time capsule surfaces, smack in the middle of #MeToo country.","A defiant time capsule surfaces, smack in the middle of #MeToo country.",Holy Cottontail! The Playboy Club Is Back Again,The Bunnies Are Back,
2018-11-15T10:00:10+0000,"The Putian network of 8,000 facilities, which expanded rapidly with little government oversight, is facing national outrage and scrutiny over a death and fraud allegations.","The Putian network of 8,000 facilities, which expanded rapidly with little government oversight, is facing national outrage and scrutiny over a death and fraud allegations.","Scandals Catch Up to Private Chinese Hospitals, After Fortunes Are Made",Scandal and  Fortune in China’s  Hospitals,
2018-11-14T05:07:08+0000,"Thanks to genetically engineered pigs, the donor-organ shortage could soon be a thing of the past.","Thanks to genetically engineered pigs, the donor-organ shortage could soon be a thing of the past.",20 Americans Die Each Day Waiting for Organs. Can Pigs Save Them?,,
2018-12-20T22:00:04+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,25 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2018-09-10T09:00:11+0000,"Lined with outsize Georgian buildings, Henrietta Street has been, over the years, home to both tenement squalor and aristocratic grandeur. ","Lined with outsize Georgian buildings, Henrietta Street has been, over the years, home to both tenement squalor and aristocratic grandeur. ",This Dublin Block Tells the Story of the City,Up on Henrietta Street,
2018-10-28T17:26:28+0000,"This district backed Barack Obama twice by double digits, then Donald J. Trump won it by four points.","This district backed Barack Obama twice by double digits, then Donald J. Trump won it by four points.","Midterm Election Poll: Iowa’s 1st District, Blum vs. Finkenauer",,
2018-12-06T22:00:05+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,26 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2019-03-26T09:00:10+0000,The Washington-based literary agency Javelin has mastered the art of the Trump tell-all book — and come up with a blueprint for how to get out of the administration in one piece.,The Washington-based literary agency Javelin has mastered the art of the Trump tell-all book — and come up with a blueprint for how to get out of the administration in one piece.,How to Leave the Trump White House With a Million Dollar Parachute,The Escape Artists,
2018-10-11T16:55:19+0000,It’s a traditionally G.O.P.-friendly district -- Mr. Trump won it by 10 points -- but college-educated suburban voters here have recently been edging toward Democrats.,It’s a traditionally G.O.P.-friendly district -- Mr. Trump won it by 10 points -- but college-educated suburban voters here have recently been edging toward Democrats.,"Midterm Election Poll: Arizona’s 6th District, Schweikert vs. Malik",,
2019-01-03T22:00:03+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,30 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2018-09-12T09:00:09+0000,"Ayn Rand’s “Atlas Shrugged,” Boris Pasternak’s “Doctor Zhivago” and Vladimir Nabokov’s “Lolita” continue to be controversial even today.","Ayn Rand’s “Atlas Shrugged,” Boris Pasternak’s “Doctor Zhivago” and Vladimir Nabokov’s “Lolita” continue to be controversial even today.","Three Blockbuster Novels From the 1950s, and Their Remarkable Afterlife",From Russia With Love,
2018-11-15T22:00:04+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,27 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2018-09-07T11:41:31+0000,Our roundup of the news stories and features about young people that have recently appeared across sections of NYTimes.com.,Our roundup of the news stories and features about young people that have recently appeared across sections of NYTimes.com.,Teenagers in The Times: August 2018,Teenagers in The Times: August 2018,
2018-12-20T15:51:26+0000,Who is the rightful inventor of the blockbuster swimsuit known as the Kiini?,Who is the rightful inventor of the blockbuster swimsuit known as the Kiini?,"The Itsy-Bitsy, Teenie-Weenie, Very Litigious Bikini","The  Itsy-Bitsy,  Teenie-Weenie,  Very  Litigious  Bikini",
2018-12-13T22:00:06+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,28 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2019-02-07T12:00:01+0000,These women want the right to compete in big-wave contests — and get paid as much as men do.,These women want the right to compete in big-wave contests — and get paid as much as men do.,The Fight for Gender Equality in One of the Most Dangerous Sports on Earth,,
2018-12-02T08:00:13+0000,The founder of Southwest Key made millions from housing migrant children. His nonprofit has stockpiled taxpayer dollars and possibly engaged in self-dealing with top executives.,The founder of Southwest Key made millions from housing migrant children. His nonprofit has stockpiled taxpayer dollars and possibly engaged in self-dealing with top executives.,"He’s Built an Empire, With Detained Migrant Children as the Bricks",Migrant Youths Get Detention. He Gets Richer.,
2018-11-29T22:00:05+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,27 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2018-11-22T21:00:04+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,28 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2018-12-27T22:00:08+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,31 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2018-11-03T19:02:56+0000,Punishment of banks and big companies accused of malfeasance has declined precipitously since the Obama era.,Punishment of banks and big companies accused of malfeasance has declined precipitously since the Obama era.,Trump Administration Spares Corporate Wrongdoers Billions in Penalties,Corporate Wrongdoers Get Break Under Trump,
2018-09-18T14:45:57+0000,"This district backed Barack Obama twice by double digits, then Donald J. Trump won it by four points.","This district backed Barack Obama twice by double digits, then Donald J. Trump won it by four points.","Midterm Election Poll: Iowa’s 1st District, Blum vs. Finkenauer",,
2018-09-07T15:48:13+0000,"With a single scholarly article, Lina Khan, 29, has reframed decades of monopoly law.","With a single scholarly article, Lina Khan, 29, has reframed decades of monopoly law.",Amazon’s Antitrust Antagonist Has a Breakthrough Idea,"Be Afraid, Jeff Bezos, Be Very Afraid",
2018-09-07T21:09:58+0000,,,"Midterm Election Poll: Minnesota’s 3rd District, Paulsen vs. Phillips",,
2018-09-07T18:14:21+0000,"The Infowars founder and Trump backer is as much marketer as ideological warrior, selling products to assuage the fears he is so expert at stoking.","The Infowars founder and Trump backer is as much marketer as ideological warrior, selling products to assuage the fears he is so expert at stoking.",Conspiracy Theories Made Alex Jones Very Rich. They May Bring Him Down.,"Reckoning Imperils Infowars Founder’s Soapbox, and His Empire",
2019-01-23T16:15:48+0000,Over 100 Times articles and essays from across sections — and ideas for how to use them in a school setting. What would you add?,Over 100 Times articles and essays from across sections — and ideas for how to use them in a school setting. What would you add?,"Empathy and Resilience, Responsibility and Self-Care: Resources for Social and Emotional Learning From The New York Times",,
2019-01-31T10:00:02+0000,Asghar Farhadi’s films fill theaters in a country where taking sides can be dangerous. They’ve also captivated Hollywood.,Asghar Farhadi’s films fill theaters in a country where taking sides can be dangerous. They’ve also captivated Hollywood.,How Iran’s Greatest Director Makes Art of Moral Ambiguity,The Universalist,
